Course ID,Course Subject,Course Number,Course Name,Course Description
3693,CATA,437,"Assessment of the Hip, Spine and Pelvis","This course examines normal function of the hip, spine, and pelvis of the human body. Abnormal function and various pathologies of these structures are addressed in depth. Making use of principles based on applied anatomy and physiology, students learn about clinical assessment procedures and implementation of evaluation methods addressing orthopaedic dysfunction. Surgical procedures are discussed. Lectures and laboratory.
Prerequisite: CATA 337, 339; enrolment in the Athletic Therapy Specialization.
NOTE: Students who have received credit for CATA 438 may not take this course for credit.



"
3695,CATA,439,"Rehabilitation of the Hip, Spine and Pelvis","This course examines concepts in rehabilitation, introducing the students to various exercise protocols and manual techniques specific to hip, spine, and pelvis. Students learn how to implement advanced, safe, and effective rehabilitation protocols to address orthopaedic dysfunction of these areas. Lectures and laboratory.
Prerequisite: CATA 339, 437 previously or concurrently; enrolment in the Athletic Therapy Specialization.
NOTE: Students who have received credit for CATA 438 may not take this course for credit.



"
3696,CATA,441,Concepts in Manual Therapy,"This course provides students with an understanding of the fundamental theory and practical basis for using various manual therapy techniques to keep athletes competition-ready, to help in their recovery from injury, and to improve their performance. The course explains various techniques in detail and describes the procedures involved in conducting effective treatment sessions. Muscle Energy, Active Release, Myofascial Release, and Sports Massage are some of the techniques discussed, demonstrated, and practised. Determining goals and organization of a treatment session, and the choice and application of techniques are also discussed. The goal of the course is to help athletic therapists determine the most appropriate manual therapy techniques for a variety of orthopaedic pathologies. 
Lectures and laboratory."
3697,CATA,447,Special Topics in Athletic Therapy,"This course focuses on recent research outcomes and new issues in athletic therapy specific to prevention, assessment, and rehabilitation of athletic injuries. The course content varies within the domains of the Canadian Athletic Therapists Association depending upon the most current issues such as surgical techniques, new medications, advanced assessment and modality techniques, and issues related to professional development and the workplace environment. Information is presented from a variety of courses and disciplines to enhance the knowledge base received from core Athletic Therapy courses. Lectures only.
Prerequisite: CATA 348; enrolment in the Athletic Therapy Specialization.




"
3698,CATA,462,Advanced Emergency Care,"This course completes the preparation of Athletic Therapy students in the area of emergency care of sports-related injury. It identifies the less common and more complicated emergency situations experienced in the athletic therapy setting. Advanced theoretical and practical components are presented. This course develops the ability of the student to care for the athlete beyond the initial stages of emergency management and towards advanced life support. Lectures and laboratory.
Prerequisite: CATA 365; enrolment in the Athletic Therapy Specialization.




"
3703,CATS,609,INTRO. DANCE/MOV. THERAPY,Please see GRAD Calendar
3704,CATS,610,INTRO TOP-CLINICAL PSYC CATS,Please see GRAD Calendar
3705,CATS,611,COUNSELLING SKILLS FOR CATS,Please see GRAD Calendar
3715,CATS,636,INDEPENDENT STUDIES IN CATS,Please see GRAD Calendar
3716,CATS,637,INDEPENDENT STUDIES IN CATS,Please see GRAD Calendar
3717,CATS,638,CREAT.PROC.CLINICAL PRACTICE,Please see GRAD Calendar
3722,CATS,689,RESEARCH PAPER,Please see GRAD Calendar
3723,CATS,691,RESEARCH IN THE CATS,Please see GRAD Calendar
3724,CATS,698,APPL.RESEARCH PROJ/REPORT,Please see GRAD Calendar
40231,CATS,699,COMPREHENSIVE EXAM,Please see GRAD Calendar
46545,CATS,631,SELECTED ISSUES IN CATS,Please see GRAD Calendar
46546,CDNS,299,SELECTED TOPICS IN CDNS,Please see UGRD Calendar
46547,CDNS,320,SELECT TOPICS-CANADIAN STUD,Please see UGRD Calendar
46549,CERA,399,SPECIAL TOPICS IN CERAMICS,"A workshop/seminar course providing an opportunity for the study of specialized aspects in ceramics.
Prerequisite: Written permission of the Department."
3793,CHEM,205,General Chemistry I,"Stoichiometry, states of matter, atomic structure, electron structure of atoms, the periodic table, periodic properties, bonding, solids. Lectures and laboratory.

NOTE: This course presumes a good grounding in secondary-school mathematics. Students lacking such grounding or non-science students seeking only an awareness of chemistry are advised to enrol in CHEM 208.
NOTE: Students in programs leading to the BSc degree may not take this course for credit to be applied to their program of concentration.


"
3794,CHEM,206,General Chemistry II,"Thermochemistry, solutions and their properties, equilibrium, ionic equilibrium, pH, buffers, kinetics, reaction mechanisms, other selected topics related to biochemistry, biology, and engineering. Lectures and laboratory.
Prerequisite: CHEM 205.
NOTE: Students in programs leading to the BSc degree may not take this course for credit to be applied to their program of concentration.



"
3795,CHEM,208,Chemistry in Our Lives,"This course is designed as an introduction to chemistry for non-science students. It concentrates on establishing the chemical concepts and vocabulary necessary to understand the many roles chemistry plays in people's daily lives. Issues to be presented will range from design and testing of drugs to protection of the ozone layer. The chemical phenomena, methodology, and theory will be presented as needed to understand the various issues covered in the course. Lectures only.

NOTE: This course is not a prerequisite for any Chemistry course. This course may not be taken for credit by science students.
NOTE: Students who have received credit for CHEZ 208 may not take this course for credit.


"
3796,CHEM,209,Discovering Biotechnology,"The course begins with an exploration of the roles of genes and proteins in life processes. It then proceeds to an examination of the basic scientific principles behind manipulation of biological molecules to produce desired changes. Students are introduced to the specific applications of the technology to medicine, agriculture, and the environment. Economic and ethical issues raised by biotechnology are also examined.

NOTE: This course is intended for non-scientists, and may not be taken for credit by Biochemistry or Biology students.
NOTE: Students who have received credit for CHEZ 209 may not take this course for credit.


"
3801,CHEM,212,Analytical Chemistry for Biologists,"This course introduces the basic concepts of analytical chemistry to students in the biological sciences. Topics include treatment of analytical data; chemical equilibria and titrations; introduction to spectroscopy; separation science; electrochemistry. Lectures and laboratory.
Prerequisite: CHEM 205, 206; PHYS 204, 206, 224, 226; MATH 205; or equivalents for all prerequisite courses.
NOTE: This course may not be taken for credit by students registered in a Chemistry or Biochemistry program.



"
3804,CHEM,217,Introductory Analytical Chemistry I,"Precipitation methods and solubility products; activity, chemical equilibria and titration curves of neutralization and complexation systems; treatment of analytical data. Lectures and laboratory.
Prerequisite: CHEM 205, 206; PHYS 204, 206, 224, 226; MATH 203, 205; or equivalents for all prerequisite courses.




"
3805,CHEM,218,Introductory Analytical Chemistry II,"Chemical equilibria and titration curves of oxidation-reduction, precipitation, and non-aqueous systems; potentiometry and potentiometric titrations; introduction to spectroscopy with emphasis on molecular and atomic absorption spectroscopy, fluorescence spectroscopy. Lectures and laboratory.
Prerequisite: CHEM 217.




"
3806,CHEM,221,Introductory Organic Chemistry I,"Basic aspects of orbitals and their role in covalent bonding; delocalization of electrons. Alkanes: structure, nomenclature, isomerism, reactions. Introductory stereochemistry: enantiomers, diastereomers, conformers, Fischer and Newman projections, specification of chirality, E/Z isomerism. Conformations of cyclic compounds. Alkylhalides: SN1; SN2; E1; E2 reaction mechanisms. Free-radical reactions, organometallic compounds. Chemistry of alkenes, alkynes, and dienes. Lectures and laboratory.
Prerequisite: CHEM 205, 206.




"
3810,CHEM,222,Introductory Organic Chemistry II,"Introduction to the use of IR and NMR spectroscopy for the identification of simple organic compounds. Benzene and aromatic compounds: aromaticity, electrophilic aromatic substitution, nucleophilic aromatic substitution, substituent effects. Chemistry of aldehydes and ketones: nucleophilic addition, oxidation, reduction, and condensation reactions, tautomerism. Chemistry of carboxylic acids and their derivatives. Chemistry of alcohols, ethers, and related compounds. Amines: basicity, reactions. Lectures and laboratory.
Prerequisite: CHEM 206, 221.




"
3819,CHEM,234,Physical Chemistry I: Thermodynamics,"The properties of real gases; fugacities; first, second and third laws of thermodynamics; the Phase Rule; one- and two-component systems; real solutions, and partial molal properties. Lectures and tutorials.
Prerequisite: CHEM 205, 206; PHYS 204, 206, 224, 226; MATH 203, 205; or equivalents for all prerequisite courses."
3820,CHEM,235,Physical Chemistry: Kinetics of Chemical Reactions,"Mathematical treatment of experimental results; theories of reaction rates; unimolecular reactions; the steady-state approximation; factors influencing rates of reactions in solution; acid-base catalysis; catalysis by enzymes and the Michaelis-Menten mechanism; free-radical reactions; photochemical reactions; experimental methods and techniques. Lectures and laboratory.
Prerequisite: CHEM 234.




"
3823,CHEM,241,Inorganic Chemistry I: Introduction to Periodicity and Valence Theory,"The structure of the atom; the periodic table; properties of atoms, covalent bonding treatments including Lewis theory, valence shell electron pair repulsion theory of structure, valence bond and molecular orbital theory. Crystal field theory applied to the structure and properties of transition metal complexes. Bonding theories of metallic materials and semi-conductors. Lectures and laboratory.
Prerequisite: CHEM 205, 206; PHYS 204, 206, 224, 226; MATH 203, 205; or equivalents for all prerequisite courses.




"
3824,CHEM,242,Inorganic Chemistry II: The Chemistry of the Main Group Elements,"A survey of the properties and reactions of: hydrogen; Group 1, lithium to cesium; and Group 2, beryllium to radium; including the theory of ionic bonding and structure. The descriptive chemistry of Group 13, boron to thallium; Group 14, carbon to lead; Group 15, nitrogen to bismuth; Group 16, sulphur to polonium; Group 17, the halogens; and Group 18, the chemistry of the noble gases. Lectures and laboratory.
Prerequisite: CHEM 241.




"
3827,CHEM,271,Biochemistry I,"An introduction to the essentials of biochemistry: protein structure, enzymology, carbohydrate metabolism, electron transport, integration and regulation of metabolism. Lectures, tutorials and laboratory.
Prerequisite: CHEM 221.




"
3835,CHEM,312,Intermediate Analytical Chemistry,"A continuation of CHEM 217 and 218, with emphasis on instrumental methods of analysis. Emission spectroscopy; X-ray spectroscopy; voltammetry and polarography; amperometric titrations; coulometry and coulometric titrations, conductometry; chromatography with particular emphasis on gas chromatography, and high performance liquid chromatography. Laboratory is taken concurrently and provides experience in analytical techniques described in lectures. Lectures and laboratory.
Prerequisite: CHEM 217; CHEM 218.




"
3851,CHEM,324,Organic Chemistry III: Organic Reactions,"Topics in this course include a mechanistic survey of reactions of major synthetic utility, the determination of reaction mechanisms, and the importance of reactive intermediates including carbocations, carbanions, radicals, and carbenes. Lectures and laboratory.

Prerequisite: Students must have completed a minimum of 15 credits in chemistry including CHEM 222 and CHEM 293."
3853,CHEM,325,Organic Chemistry IV: Organic Structure and Stereochemistry,"This course focusses on organic structure and stereochemistry including the relationship of stereochemistry to physical properties and chemical reactivity, and the determination of organic structure and stereochemistry by chemical and spectroscopic means. The concept of molecular symmetry is also introduced. Lectures and laboratory.

Prerequisite: Students must have completed a minimum of 15 credits in chemistry including CHEM 222 and CHEM 293."
3868,CHEM,333,Introduction to Quantum Theory,"The course introduces students to the concept of quantum mechanics and the electronic structure of atoms and molecules. Topics include the origins and postulates of quantum theory, the Schr̦dinger equation and applications to simple systems such as the harmonic oscillator, rigid rotor and the hydrogen atom. The course looks at the quantum mechanical treatment of the chemical bond and provides an introduction to spectroscopy. Lectures only.
Prerequisite: CHEM 234, 241.




"
3870,CHEM,335,Biophysical Chemistry,"This course examines the physical basis for the structures of biomolecules (energetics of protein folding), the organization and structures of bio-membranes and biologically relevant systems, and intermolecular interactions (e.g. ligand binding). Both fundamental theory and techniques used to characterize these physical properties are covered. Lectures and laboratory."
3879,CHEM,341,Inorganic Chemistry III: The Transition Metals,"Theories of bonding in transition metal complexes, including ligand field theory, applied to structure, physical properties, and reactivity of transition metal complexes: organometallic chemistry and catalysis. Metals in biological systems. Lectures and laboratory.
Prerequisite: CHEM 217, 218, 241, 242.




"
3888,CHEM,375,Biochemistry II,"A survey of selected pathways in intermediary metabolism, including their regulation and physiological significance, lipid, amino acid and nucleoside metabolism, cholesterol biosynthesis, urea cycle and the biochemistry of protein synthesis. Lectures and laboratory.
Prerequisite: CHEM 221, 222, 271.




"
3890,CHEM,392,SELECTED TOPICS IN CHEMISTRY,Please see UGRD Calendar
3905,CHEM,415,ANALYTICAL SEPARATIONS,Please see UGRD Calendar
3912,CHEM,422,SELECTED TOPICS IN ORG CHEM,Please see UGRD Calendar
3915,CHEM,423,SEL TOP IN ORGANIC CHEMISTRY,Please see UGRD Calendar
3917,CHEM,424,Organic Synthesis,"This course is designed to introduce students to advanced methods in organic molecule synthesis. It includes an introduction to retrosynthetic analysis, a survey of some important classes of reactions, with particular emphasis on mechanistic understanding and rationale for observed selectivity when appropriate. The strategic use of specific reactions in complex molecule synthesis is highlighted."
3918,CHEM,425,Nucleic Acid Chemistry,"This course introduces students to various topics in nucleic acid chemistry. The topics include nomenclature, structure and function of RNA and DNA; techniques and methods to investigate nucleic acid structure; DNA damage and repair; interaction of small molecules and proteins with nucleic acid; oligonucleotide-based therapeutics (antisense, antigene, RNAi); synthesis of purines, pyrimidines and nucleosides; and solid-phase oligonucleotide synthesis. Lectures only.
Prerequisite: CHEM 221, 222, 271.
NOTE: Students who have received credit for this topic under a CHEM 498 number may not take this course for credit.



"
3921,CHEM,426,Reactive Intermediates,"This course offers an introduction to reactive intermediates with an emphasis on structure and stability as found in modern (physical) organic chemistry. While the focus is on radicals and carbenes, carbocations are discussed near the end of the term. The material covered is relevant to chemistry and biochemistry. Lectures only.

NOTE: Students who have received credit for CHEM 393 or for this topic under a CHEM 498 number may not take this course for
credit."
3922,CHEM,427,Polymer Chemistry and Nanotechnology,"This course introduces some basic aspects of polymer chemistry with an emphasis on polymer synthesis. Various methods are discussed, including classical step growth, free radical, and ring opening polymerization; and other more recent methods such as, living anionic, living cationic, and
living controlled/radical polymerization. Additionally, the design and development of functional polymers as building blocks to develop nanomaterials for bio-related applications, particularly drug delivery applications, are presented. Other topics may include amphiphilic block copolymers, self-assembly, micellar nanocarriers, cellular imaging, multifunctional drug delivery, cross-linked nanogels/hydrogels, materials science, and biomedical engineering. Lectures only.

NOTE: Students who have received credit for this topic under a CHEM 498 number may not take this course for credit."
3927,CHEM,431,Computational Chemistry for Chemists and Biochemists,"This course presents the concepts, tools, and techniques of modern computational chemistry, and provides a very broad overview of the various fields of application across chemistry and biochemistry. The course is divided into two parts: 1) Molecular structure, which covers molecular mechanics and elementary electronic structure theory of atoms and molecules; and 2) Chemical reactivity, which covers applications of quantum chemistry and molecular dynamics techniques to studies of chemical reactions. The applications discussed include organic molecules and their reactions, peptides and proteins, drug design, DNA, polymers, inorganics, and materials. The course includes a practical component where students acquire hands-on experience with commonly used computational chemistry computer software. Lectures and laboratory.
Prerequisite: CHEM 234, 241, 333 or permission of the Department.
NOTE: Students who have received credit for this topic under a CHEM 498 number may not take this course for credit.



"
3928,CHEM,432,SELECT TOPICS-PHYS CHEMISTRY,Please see UGRD Calendar
3938,CHEM,441,SELECT TOPICS - INORGAN CHEM,Please see UGRD Calendar
3943,CHEM,443,Organometallic Chemistry,"This course covers the structure and properties of organometallic compounds, their main reactions and their application in catalysis and organic chemistry. Lectures only.

NOTE: Students who have received credit for this topic under a CHEM 498 number may not take this course for credit."
3955,CHEM,451,Nanochemistry,"This modular course covers the areas of production, characterization and applications of nanoscale structures and materials. Each module is taught by a different professor as well as guest lecturers. Topics may include (but are not limited to) size dependent properties, synthesis of organic and inorganic nanostructures, self-assembled structures, chemical patterning and functional nanopatterns, biomaterials. Nanometer scale fabrication techniques such as lithographic methods, nano-stamping and patterned self-assembly are discussed. Modern analysis techniques such as atomic force microscopy and electron microscopy, which are used to map and measure at the single molecule level, are introduced. Applications such as photonics, optical properties, biodetection and biosensors, micro- and nano-fluidics, nanoelectronics and nanomachines are presented. The course includes a term project carried out using the nanoscience facilities held in the Department research labs.
Prerequisite: CHEM 217, 218, 221, 222, 234, 235, 241.
NOTE: Students who have received credit for this topic under a CHEM 498 number may not take this course for credit.



"
3958,CHEM,458,AQUATIC BIOGEOCHEMISTRY,"The major aim of this course is to present a quantitative treatment of the variables that determine the composition of natural waters. Chemical equilibrium is the central theme of the course, but consideration is also given to kinetics, steady-state and dynamic models. Related themes include global chemical cycles, air and water pollution, as well as current research topics in water chemistry and chemical oceanography. Lectures only.

NOTE: Students who have received credit for CHEM 418 or for this topic under a CHEM 498 number may not take this course for credit."
3964,CHEM,470,ENVIRONMENTAL BIOCHEMISTRY,"Prerequisite: CHEM 271, 375; BIOL 367; or permission of the Department. This course examines the biochemical effects of environmental stresses on organisms, and adaptations that allow organisms to face these stresses. Emphasis is placed on biochemical responses to toxic compounds such as aromatics, halogenated aliphatics, drugs, and heavy metals. Other topics may include adaptations to stresses such as temperature extremes, pathogens, and ionizing radiation. Applications to related biotechnological processes are also considered.

NOTE: Students who have received credit for this topic under a CHEM 498 number may not take this course for credit."
3965,CHEM,471,Enzyme Kinetics and Mechanism,"Steady-state kinetics, including the use of initial velocity studies and product inhibition to establish a kinetic mechanism; nonsteady-state kinetics, isotope effects, energy of activation, detailed mechanisms of selected enzymes. Lectures only.
Prerequisite: CHEM 271, 375.




"
3966,CHEM,472,Chemical Toxicology,"Introduction to the general principles of toxicology with emphasis on the toxic effects of chemicals in humans. Dose-response relationship, types and routes of exposure, absorption and disposition of toxic substances, toxicokinetics, types of toxic response, and factors affecting toxic response. Toxicity testing, risk assessment, and interpretation of toxicological data. Lectures only."
3969,CHEM,475,Protein Engineering and Design,"This course examines the principles behind protein design, how techniques of protein engineering are used, and the methods used to assess protein properties. Examples include studies of protein stability, structure-function relationships, and applications to drug design. Lectures only.
Prerequisite: CHEM 271, 375.




"
3970,CHEM,476,Structure and Function of Biomembranes,"This course discusses what is known about how the membranes of biological organisms are assembled and the roles that these membranes play in a number of important processes. Emphasis is placed on the transport of proteins to and through biomembranes and the roles that membranes play in metabolite and ion transport. Where applicable, the significance of these processes is illustrated by examining the roles of membranes in health and disease. Lectures only.

NOTE: Students who have received credit for this topic under a CHEM 498 number may not take this course for credit."
3974,CHEM,481,BIOINORGANIC CHEMISTRY,"Prerequisite: CHEM 271, 241. Role of metals in biochemical systems. Essential trace elements, zinc enzymes, oxygen transport and storage, metalloproteins and biological electron transfer, structure-function relationships in heme enzymes, nitrogen fixation; model compounds for metallo-proteins and metalloenzymes. Lectures only."
3982,CHEM,494,MASS SPECTROMETRY,Please see UGRD Calendar
3983,CHEM,495,Modern Spectroscopy,"This course demonstrates how quantum theory applies to the measurement of absorption and emission spectra of atoms and molecules. The course examines rotational, vibrational, and electronic spectroscopy. Photoelectron and related spectroscopies. Lasers and laser spectroscopy. Lectures only.
Prerequisite: CHEM 234, 241, 333.




"
4025,CHEM,581,SEL.TOPIC-ENVIR L & ECOTOX.I,Please see GRAD Calendar
4031,CHEM,582,STUDIES-ENVIRONMENTAL CHEM I,Please see GRAD Calendar
4033,CHEM,583,SPE. STDY ENVIRONM T CHEM II,Please see GRAD Calendar
4049,CHEM,610,Selected Topics in Analytical Chemistry,Please see GRAD Calendar
4052,CHEM,612,ANALYTICAL SEPARATIONS,Please see GRAD Calendar
4054,CHEM,614,MDRN ASPCTS/PRACT MASS SPECT,Please see GRAD Calendar
4055,CHEM,615,ANALYTICAL SEPARATIONS,Please see GRAD Calendar
4057,CHEM,617,SELECTED TOP/ANALYTICAL CHEM,Please see GRAD Calendar
4059,CHEM,618,ANALYTICAL METH ECOTOXICOLOG,Please see GRAD Calendar
4061,CHEM,620,SEL TOPICS ORGANIC CHEMISTRY,Please see GRAD Calendar
4066,CHEM,621,PHYSICAL ORGANIC CHEMISTRY,Please see GRAD Calendar
4068,CHEM,623,ORGANIC SYNTHESIS,Please see GRAD Calendar
4070,CHEM,625,NUCLEIC ACID CHEMISTRY,Please see GRAD Calendar
4071,CHEM,627,SELECTED TOPICS-ORGANIC CHEM,Please see GRAD Calendar
4072,CHEM,630,ADVANCED TOPICS IN CHEMISTRY,Please see GRAD Calendar
4074,CHEM,631,COMPUTATIONAL CHEMISTRY,Please see GRAD Calendar
4077,CHEM,635,INTERFACIAL PHENOMENA,Please see GRAD Calendar
4078,CHEM,637,ADVANCED TOPICS IN CHEMISTRY,Please see GRAD Calendar
4085,CHEM,640,SEL TOPICS IN INORGANIC CHEM,Please see GRAD Calendar
4088,CHEM,643,ADVANCED TOPICS IN CHEMISTRY ORGANOMETALLIC CHEMISTRY,Please see GRAD Calendar
4090,CHEM,645,BIOINORGANIC CHEMISTRY,Please see GRAD Calendar
4092,CHEM,647,SELECTED TOP-INORGANIC CHEM,Please see GRAD Calendar
4101,CHEM,655,MASTER S RESEARCH & THESIS,Please see GRAD Calendar
4120,CHEM,675,SELECTED TOPICS IN BIOCHEM.,Please see GRAD Calendar
4125,CHEM,678,PROTEIN ENGINEERING & DESIGN,Please see GRAD Calendar
4127,CHEM,690,SEL TOPICS IN INORGANIC CHEM,Please see GRAD Calendar
37615,CHEM,658,Aquatic Biogeochemistry,"The major aim of this course is to present a quantitative treatment of the variables that determine the composition of natural waters. Chemical equilibrium is the central theme of the course, but consideration is also given to kinetics, steady-state and dynamic models. Related themes include global chemical cycles, air and water pollution, as well as current research topics in water chemistry and chemical oceanography. Lectures only.

Note: Students who have received credit for CHEM 618 or for this topic under a CHEM 610 number may not take this course for credit."
40252,CHEM,626,REACTIVE INTERMEDIATES,Please see GRAD Calendar
40280,CHEM,676,Structure and Function of Biomembranes,"Examples from the current literature are used to discuss what is known about how the membranes of biological organisms are assembled and the roles that these membranes play in a number of important processes. Emphasis is placed on the transport of proteins to and through biomembranes and the roles that membranes play in metabolite and ion transport. Where applicable, the significance of these processes is illustrated by examining the roles of membranes in health and disease. Lectures only.

Note: Students who have received credit for CHEM 671 may not take this course for credit."
40281,CHEM,677,ENZYME KINETICS & MECHANISMS,Please see GRAD Calendar
44017,CHEM,651,NANOCHEMISTRY,Please see GRAD Calendar
46551,CHEM,298,SELECTED TOPICS IN CHEMISTRY,Please see UGRD Calendar
46552,CHEM,398,SELECTED TOPICS IN CHEMISTRY,Please see UGRD Calendar
46553,CHEM,437,SELECT TOPICS-PHYSICAL CHEM,Please see UGRD Calendar
46554,CHEM,498,ADVANCED TOPICS IN CHEMISTRY,Please see UGRD Calendar
46555,CHEM,670,SEL TOPICS,Please see GRAD Calendar
47737,CHEM,293,Spectroscopy and Structure of Organic Compounds,"This course examines the identification of organic compounds using methods based on electronic, vibrational, nuclear magnetic resonance and mass spectroscopies. In each case, there is an introduction to the principles of the spectroscopy and a discussion of how its spectra vary with structure. Particular emphasis is placed upon the UV-visible spectra of conjugated molecules; the identification of functional groups by IR spectroscopy; the use of NMR spectroscopy, including 2D methods, for the determination of stereochemistry; and the use of mass spectrometry for ascertaining molecular
constitution. The use of computer simulation and information retrieval for structure determination is introduced. Lectures and laboratory."
48422,CHEM,436,Molecular Modelling of Proteins,"This course offers a hands-on introduction to the computer tools used to predict the structure of a protein from its amino acid sequence, and to gain insight into its function. Students learn modelling techniques such as sequence alignment, homology modelling, computer visualization, molecular dynamics, and molecular docking. Computer laboratory with pre-lab lectures.

NOTE: Students who have received credit for this topic under a CHEM 498 number may not take this course for credit."
48551,CHEM,203,Forensic Analysis,"This course introduces the non-science student to the fundamentals of chemical analysis as it is used in modern forensics.  It introduces the basic concepts of the scientific method, molecules and chemical reactions, primarily focusing on chemical analysis.  The key techniques used in modern forensics are presented with application in drug, DNA, fingerprint, explosive and combustion/arson analysis.

NOTE:  This course is not a prerequisite for any Chemistry course.  Students in programs leading to the BSc degree may take this course as an elective, but may not take this course for credit to be applied to their program of concentration."
50077,CHEM,283,"Air, Water and Soil Processes","This course is an introduction to Environmental Chemistry. It provides a solid understanding of environmental processes in the atmosphere, hydrosphere and soil including exchange processes at their interfaces. Students learn how sources and sinks of pollutants work and how to calculate fluxes between environmental compartments. The course also examines the analytical methods employed for monitoring these processes.

NOTE: Students who have received credit for this topic under a CHEM 298 number may not take this course for credit."
48970,CHME,6011,ADV TRANSPORT PHENOMENA,Please see Grad Calendar
48971,CHME,6071,MATERIALS SCIENCE AND ENGINEERING,Please see Grad Calendar
48972,CHME,6031,CHEM KINET & REACT ENG,
48973,CHME,6041,CHEM ENG PROC DYN & CONTROL,Please see Grad Calendar
48974,CHME,6081,ADV SEPAR PROCESSES,Please see Grad Calendar
48975,CHME,6111,POLYM CHEM & ENG,Please see Grad Calendar
48977,CHME,6021,ADV CHEM ENG THERMODYN,Please see Grad Calendar
49223,CHME,6101,ADVANCED BATTERY MATERIALS AND TECHNOLOGIES,See Grad Calendar
49224,CHME,6121,NANOMATERIALS SCIENCE AND ENGINEERING,See GRAD calendar
49225,CHME,6131,ADVANCED COLLOID AND INTERFACE SCIENCE AND ENGINEERING,See GRAD Calendar
49709,CHME,6061,Advanced Biochemical Engineering,Please see GRAD Calendar
49849,CHME,6911,Special Topics I: Chemical Engineering Research Protocols and Safety,Please see GRAD Calendar.
50003,CHME,6051,Chemical Process Engineering and Design,Please see Graduate Calendar
50004,CHME,6981,Chemical Engineering Research Protocols and Safety,Please see Graduate Calendar
50058,CHME,6091,Statistics for Chemical Engineering,Please see GRAD Calendar
4291,CHST,600,ADVANCED CHILD DEVELOPMENT,Please see GRAD Calendar
4295,CHST,607,METHODS OF INQUIRY,Please see GRAD Calendar
4296,CHST,608,FIELD OBSERVATIONS,Please see GRAD Calendar
4299,CHST,614,SOCIAL PROCESSES,Please see GRAD Calendar
4302,CHST,620,CHILD'S PLAY: THEORY TO PRACTICE,Please see GRAD Calendar
4303,CHST,624,CUR MODEL IN CHILD SETTINGS,Please see GRAD Calendar
4318,CHST,655,SELECTED TOP IN EDUC PROB,Please see GRAD Calendar
37621,CHST,645,TOP IN CHILDREN & TECHNOLOGY,Please see GRAD Calendar
37624,CHST,675,TOPICS IN CHILD STUDY,Please see GRAD Calendar
40291,CHST,605,QUANTITATIVE METHODS OF INQUIRY,Please see GRAD Calendar
40292,CHST,606,QUALITATIVE METHODS OF INQUIRY,Please see GRAD Calendar
40300,CHST,698B,RESEARCH & THESIS,Please see GRAD Calendar
40301,CHST,698C,RESEARCH AND THESIS,Please see GRAD Calendar
45238,CHST,665,TOPICS IN SOCIALIZATION,Please see GRAD Calendar
46556,CHST,625,TOPICS IN CONCEPT DEVELOP.,Please see GRAD Calendar
46557,CHST,630,ISSUES IN EDUCATION,Please see GRAD Calendar
46558,CHST,632,ISS IN INCLUSIVE & SPEC ED,Please see GRAD Calendar
46559,CHST,635,STUDYING YOUNG MINDS,Please see GRAD Calendar
46560,CHST,640,SPEC TOPICS IN CHILD STUDIES,Please see GRAD Calendar
47422,CHST,622,The Family,Please see Graduate Calendar
4370,CINE,420,SPECIAL TOPICS IN CINEMA,Please see UGRD Calendar
4371,CINE,421,SPECIAL TOPICS IN CINEMA,Please see UGRD Calendar
46561,CINE,440,SPECIAL TOPICS IN FILM STUD,Please see UGRD Calendar
46562,CINE,450,SPECIAL TOP-FILM PRODUCTION,Please see UGRD Calendar
46563,CINE,451,SPECIAL TOP-FILM PRODUCTION,Please see UGRD Calendar
4421,CIVI,212,Civil Engineering Drawing and Introduction to Design,"Fundamentals of technical drawing, orthographic projections, sectional views. Computer-aided drawing; slabs, beams, and columns; steel structures; building trusses and bridges, wood and masonry structures. Working drawing and dimensioning practice. Introduction to the design process. Lectures: three hours per week. Tutorial: two hours per week.





"
4422,CIVI,231,Geology for Civil Engineers,"Basic principles of physical and structural geology with emphasis on topics related to civil engineering, study of minerals, rocks and soil types, load formation, techniques of air-photo interpretations, and geological mapping. Geological site investigation. Preparation and interpretation of engineering geology reports. Lectures: three hours per week. Tutorial: one hour per week.





"
4426,CIVI,321,Engineering Materials,"Linear and nonlinear material behaviour, time-dependent behaviour; structural and engineering properties of structural metals; behaviour of wood; production and properties of concrete; bituminous materials, ceramics, plastics; introduction to composite materials. Lectures: three hours per week. Laboratory: three hours per week, alternate weeks.
Prerequisite: CHEM 205 or equivalent.




"
4427,CIVI,341,Civil Engineering Systems,"Development of concepts and techniques commonly associated with systems engineering which are applicable to design and operation of systems that concern civil engineers. Design and planning process; problem formulation, optimization concepts, linear programming, decision analysis; system simulation; network planning and project scheduling; computer applications. The techniques developed are used to solve problems in transportation, water resources, structures, and construction management. Lectures: three hours per week.
Prerequisite: BCEE 231 previously or concurrently.




"
